Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Eastern Sorceror	Fire-Hell	100	21	359	3	3	79	252	merca222	merca241	45000	130	400	20	554	25	122	10	96	8	991	36	5	29	35	4	150	6	swor	shie	fire	10	Meteor	7	20	0	25	8	Fire Ball	7	40	0	40	8	Fire Wall	7	30	0	35	8	Inferno	7	10	0	50	8	Eruption	7	15	0	25	8	Firestorm	7	20	0	45	8	2	2	2	1
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	merca222	merca241	40000	140	500	20	900	35	122	10	96	8	991	36	5	29	35	4	132	4	swor	shie	cold	10	Frozen Orb	7	30	0	25	8	Shiver Armor	7	10	0	20	8	Blizzard	7	30	0	20	8	Glacial Spike	7	30	0	40	8	Ice Bolt	7	5	0	60	8	Arctic Blast	7	10	0	40	8	2	2	2	1
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	merca222	merca241	50000	130	450	20	554	25	122	10	96	8	991	36	5	29	36	4	132	4	swor	shie	ltng	10	Thunder Storm	7	20	0	15	8	Chain Lightning	7	40	0	35	8	Energy Shield	7	10	0	20	8	Charged Bolt	7	5	0	70	8	Lightning	7	20	0	45	8	Nova	7	5	0	60	8	2	2	2	1
Barbarian	1hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	1	16	20	6	56	7	swor			50	Bash	5	15	0	4	10	Stun	5	15	0	3	8																									0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	1	27	31	8	81	7	swor			50	Bash	5	50	0	9	10	Stun	5	50	0	7	8																									0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	1	60	64	8	139	4	swor			50	Bash	5	75	0	20	8	Stun	5	75	0	16	8																									0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	1	16	20	6	56	7	swor			50	Bash	5	15	0	4	10	Stun	5	15	0	3	8																									0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	1	27	31	8	81	7	swor			50	Bash	5	50	0	9	10	Stun	5	50	0	7	8																									0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	1	60	64	8	139	4	swor			50	Bash	5	75	0	20	8	Stun	5	75	0	16	8																									0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	4	25	29	8	78	7	swor			50	Bash	5	50	0	8	10	Stun	5	50	0	6	8																									0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	4	58	62	8	136	4	swor			50	Bash	5	75	0	19	8	Stun	5	75	0	15	8																									0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	4	25	29	8	78	7	swor			50	Bash	5	50	0	8	10	Stun	5	50	0	6	8																									0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	4	58	62	8	136	4	swor			50	Bash	5	75	0	19	8	Stun	5	75	0	15	8																									0	0	0	0
Barbarian	1hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	6	56	60	8	133	4	swor			50	Bash	5	70	0	18	0	Stun	5	70	0	14	0																									0	0	0	0
Barbarian	1hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	6	56	60	8	133	4	swor			50	Bash	5	70	0	18	0	Stun	5	70	0	14	0																									0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	300	10	101	15	63	10	150	20	1	16	20	6	56	7	swor			20	Bash	5	30	0	5	4	Sword Mastery	1	10	0	5	4	Battle Cry	5	20	0	1	2																			0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	30000	120	828	27	800	35	158	15	101	10	750	35	1	39	43	8	109	7	swor			20	Bash	5	30	0	20	8	Sword Mastery	1	10	0	20	6	Battle Cry	5	20	0	10	4	Stun	5	40	0	15	8	Concentrate	5	50	0	5	8	War Cry	5	25	0	10	4	0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	50000	120	1422	45	1700	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor			20	Bash	5	30	0	50	8	Sword Mastery	1	10	0	36	8	Battle Cry	5	20	0	25	8	Stun	5	40	0	37	8	Concentrate	5	50	0	27	8	War Cry	5	25	0	21	8	0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	300	10	101	15	63	10	150	20	1	16	20	6	56	7	swor			20	Increased Speed	1	10	0	5	4	Sword Mastery	1	10	0	5	4	Iron Skin	1	20	0	1	4	Natural Resistance	1	10	0	2	6													0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	30000	120	828	27	800	35	158	15	101	10	750	35	1	39	43	8	109	7	swor			20	Increased Speed	1	10	0	25	6	Sword Mastery	1	10	0	20	8	Iron Skin	1	20	0	15	6	Natural Resistance	1	10	0	20	8	Berserk	5	50	0	5	8	Battle Order	5	25	0	10	4	0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	50000	120	1422	45	1700	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor			20	Increased Speed	1	10	0	40	8	Sword Mastery	1	10	0	36	12	Iron Skin	1	20	0	40	8	Natural Resistance	1	10	0	45	8	Berserk	5	50	0	27	8	Battle Order	5	25	0	21	8	0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	35000	130	745	27	950	40	155	15	96	10	675	35	4	37	41	8	106	7	swor			20	Bash	5	30	0	25	8	Sword Mastery	1	10	0	25	8	Battle Cry	5	20	0	15	6	Stun	5	40	0	20	8	Concentrate	5	50	0	5	8	War Cry	5	25	0	15	4	0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	65000	130	1339	45	1900	55	197	15	124	10	1445	45	4	59	63	8	145	4	swor			20	Bash	5	30	0	60	8	Sword Mastery	1	10	0	40	8	Battle Cry	5	20	0	32	8	Stun	5	40	0	50	8	Concentrate	5	50	0	30	8	War Cry	5	25	0	30	8	0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	35000	130	745	27	950	40	155	15	96	10	675	35	4	37	41	8	106	7	swor			20	Increased Speed	1	10	0	25	6	Sword Mastery	1	10	0	25	8	Iron Skin	1	20	0	15	6	Natural Resistance	1	10	0	20	8	Berserk	5	50	0	5	8	Battle Order	5	25	0	15	4	0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	65000	130	1339	45	1900	55	197	15	124	10	1445	45	4	59	63	8	145	4	swor			20	Increased Speed	1	10	0	50	8	Sword Mastery	1	10	0	40	8	Iron Skin	1	20	0	45	8	Natural Resistance	1	10	0	50	8	Berserk	5	50	0	30	8	Battle Order	5	25	0	30	8	0	0	0	0
Barbarian	1hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	95000	140	2000	50	2500	75	210	32	140	16	1750	75	6	100	115	8	150	4	swor			20	Bash	5	30	0	70	8	Sword Mastery	1	10	0	45	8	Battle Cry	5	20	0	35	8	Stun	5	40	0	55	8	Concentrate	5	50	0	35	8	War Cry	5	25	0	35	8	0	0	0	0
Barbarian	1hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	95000	140	2000	50	2500	75	210	32	140	16	1750	75	6	100	115	8	150	4	swor			20	Increased Speed	1	10	0	60	8	Sword Mastery	1	10	0	45	8	Iron Skin	1	20	0	55	8	Natural Resistance	1	10	0	55	8	Berserk	5	50	0	35	8	Battle Order	5	25	0	35	8	0	0	0	0
